entry_id,pretty_formula
mp-1225049,K18Na46Tl31
mp-1185635,Mg149Tl
mp-1184905,K
mp-1186055,Na
mp-1185536,KMg149
mp-1186271,NaMg149
mp-1185635,Mg149Tl
mp-1184905,K
mp-1212012,K10Tl7
mp-1225049,K18Na46Tl31
mp-1185635,Mg149Tl
mp-1184905,K
mp-601,PrP
mp-16705,Pr2O3
mp-1184905,K
mp-1059256,Pr
mp-557753,K3PO4
mp-601,PrP
mp-16705,Pr2O3
mp-1184905,K
mp-28424,K4P3
mp-557753,K3PO4
mp-601,PrP
mp-1184905,K
mp-4519,KPrO2
mp-971,K2O
mp-557753,K3PO4
mp-1184905,K
mp-4519,KPrO2
mp-557753,K3PO4
mp-16705,Pr2O3
mp-1184905,K
mp-3614,KTaO3
mp-1747,K2Te
mp-1184905,K
mp-50,Ta
mp-971,K2O
mp-3614,KTaO3
mp-1747,K2Te
mp-1184905,K
mp-1405,TbGe
mp-1022,K2S
mp-2146,KGe
mp-1184905,K
mp-2610,Tb5Ge3
mp-1610,TbS
mp-1184905,K
mp-11698,Tb
mp-1673,Tb5Ge4
mp-2610,Tb5Ge3
mp-1610,TbS
mp-1184905,K
mp-999129,KTbS2
mp-1405,TbGe
mp-1022,K2S
mp-1184905,K
mp-999129,KTbS2
mp-1673,Tb5Ge4
mp-1405,TbGe
mp-1184905,K
mp-999129,KTbS2
mp-1673,Tb5Ge4
mp-1610,TbS
mp-1184905,K
mp-971,K2O
mp-12735,KAg2
mp-7642,K2AgAs
mp-1184905,K
mp-971,K2O
mp-14018,K3As
mp-7642,K2AgAs
mp-1184905,K
mp-971,K2O
mp-463,KF
mp-1184905,K
mp-113,Tc
mp-1216,YbO
mp-1820,YbS
mp-1184905,K
mp-162,Yb
mp-1216,YbO
mp-1022,K2S
mp-1820,YbS
mp-1184905,K
mp-971,K2O
mp-1216,YbO
mp-1022,K2S
mp-1184905,K
mp-13743,K3GaO3
mp-971,K2O
mp-8426,K2Se
mp-1184905,K
mp-568052,K2Ga3
mp-13743,K3GaO3
mp-8426,K2Se
mp-1184905,K
mp-463,KF
mp-1184905,K
mp-90,Cr
mp-1186899,Rb
mp-971,K2O
mp-1022,K2S
mp-1184905,K
mp-2,Pd
mp-11266,BaCd2
mp-14017,K3Sb
mp-1202778,K3Cd16
mp-1184905,K
mp-11266,BaCd2
mp-14017,K3Sb
mp-9909,Ba5Sb3
mp-1184905,K
mp-527,BaCd
mp-11266,BaCd2
mp-9909,Ba5Sb3
mp-1184905,K
mp-8093,Ba2Cd
mp-9909,Ba5Sb3
mp-1184905,K
mp-122,Ba
mp-8093,Ba2Cd
mp-527,BaCd
mp-9909,Ba5Sb3
mp-1184905,K
mp-551835,Ba2I2O
mp-22898,KI
mp-1184905,K
mp-122,Ba
mp-551835,Ba2I2O
mp-1184905,K
mp-1342,BaO
mp-122,Ba
mp-551835,Ba2I2O
mp-22898,KI
mp-1184905,K
mp-1342,BaO
mp-768368,K4I2O
mp-22898,KI
mp-1184905,K
mp-1342,BaO
mp-28171,K3IO
mp-971,K2O
mp-1184905,K
mp-1342,BaO
mp-28171,K3IO
mp-768368,K4I2O
mp-1184905,K
mp-1342,BaO
mp-1212012,K10Tl7
mp-568052,K2Ga3
mp-463,KF
mp-1184905,K
mp-23193,KCl
mp-1184151,Cs
mp-144,Ho
mp-1184905,K
mp-463,KF
mp-1193534,YBe13
mp-1184905,K
mp-87,Be
mp-17077,K2YF5
mp-1193534,YBe13
mp-1184905,K
mp-112,Y
mp-13230,K3YF6
mp-463,KF
mp-1193534,YBe13
mp-1184905,K
mp-13230,K3YF6
mp-17077,K2YF5
mp-1193534,YBe13
mp-1184905,K
mp-28930,KC8
mp-1056,Tb2O3
mp-3963,K2CO3
mp-1184905,K
mp-28930,KC8
mp-1056,Tb2O3
mp-15237,Tb4C5
mp-1184905,K
mp-692,Tb2C
mp-1056,Tb2O3
mp-1184905,K
mp-11698,Tb
mp-692,Tb2C
mp-1056,Tb2O3
mp-15237,Tb4C5
mp-1184905,K
mp-971,K2O
mp-1056,Tb2O3
mp-3963,K2CO3
mp-1184905,K
mp-1212012,K10Tl7
mp-555531,K5Tl3O
mp-1022,K2S
mp-1184905,K
mp-971,K2O
mp-555531,K5Tl3O
mp-1022,K2S
mp-1184905,K
mp-218,Sm2O3
mp-1219177,Sm2C
mp-569335,Sm2C3
mp-1184905,K
mp-218,Sm2O3
mp-1219177,Sm2C
mp-1184905,K
mp-69,Sm
mp-28930,KC8
mp-1178133,KSmO2
mp-3963,K2CO3
mp-1184905,K
mp-28930,KC8
mp-1178133,KSmO2
mp-218,Sm2O3
mp-1184905,K
mp-28930,KC8
mp-218,Sm2O3
mp-569335,Sm2C3
